,Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
461,2017100544038,5-Sep-17,8/29/2017 0:00,ATL,International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,In Review
464,2017100544052,5-Sep-17,9/2/2017 0:00,ATL,International Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing; Computer & Accessories; Other; Personal Accessories; Personal Electronics,-,In Review
467,2017100444011,5-Sep-17,8/30/2017 0:00,ATL,International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
470,2017100443957,5-Sep-17,9/1/2017 0:00,ATL,International Airport,Delta Air Lines,Property Damage,Checked Baggage,-,-,*Insufficient
473,2017100544100,5-Sep-17,8/6/2017 0:00,ATL,International Airport,-,Passenger Property Loss,Checkpoint,Personal Accessories,-,*Insufficient
476,2018010946704,6-Dec-17,10/29/2017 12:36,ATL,International Airport,Delta Air Lines,Property Damage,Checkpoint,-,-,In Review
479,2017040638408,6-Feb-17,1/19/2017 12:30,ATL,International Airport,Delta Air Lines,Property Damage,Checked Baggage,Food & Drink,-,In Review
482,2017021437519,6-Jan-17,1/1/2017 20:10,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Computer & Accessories,$0.00,Deny
485,2017083142620,6-Jul-17,6/13/2017 0:00,ATL,International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,-,In Review
488,2017090842810,6-Jul-17,4/18/2017 0:00,ATL,International Airport,Delta Air Lines,Property Damage,Checked Baggage,Computer & Accessories,-,In Review
491,2017072741931,6-Jun-17,2/20/2017 0:00,ATL,International Airport,-,Passenger Property Loss,Checked Baggage,Food & Drink,-,In Review
494,2017042839125,6-Mar-17,2/28/2017 22:25,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming,-,In Review
497,2017050139133,6-Mar-17,2/2/2017 0:00,ATL,International Airport,Delta Air Lines,Personal Injury,Checkpoint,Other,-,*Insufficient
500,2017110645001,6-Nov-17,6/23/2017 0:00,ATL,International Airport,Southwest Airlines,-,Checked Baggage,-,-,*Insufficient
503,2017100443938,6-Sep-17,8/21/2017 0:00,ATL,International Airport,Delta Air Lines,Property Damage,Checked Baggage,Computer & Accessories,-,*Insufficient
506,2017100443948,6-Sep-17,8/7/2017 0:00,ATL,International Airport,-,Passenger Property Loss,Checked Baggage,Currency,-,*Insufficient
509,2017060540183,7-Apr-17,1/11/2017 0:00,ATL,International Airport,-,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
512,2017060540168,7-Apr-17,3/28/2017 0:00,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,*Insufficient
515,2017092043212,7-Aug-17,7/30/2017 10:00,ATL,International Airport,-,Passenger Property Loss,Checked Baggage,Personal Accessories,-,In Review
518,2017091443083,7-Aug-17,7/3/2017 7:58,ATL,International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,-,In Review
521,2017092143470,7-Aug-17,8/5/2017 0:00,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,In Review
524,2017092843725,7-Aug-17,7/4/2017 0:00,ATL,International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
527,2018010246398,7-Dec-17,10/18/2017 9:30,ATL,International Airport,American Airlines,Passenger Property Loss,Checkpoint,Clothing,-,In Review
530,2017071841659,7-Jul-17,5/22/2017 0:00,ATL,International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses; Computer & Accessories; Personal Accessories,-,In Review
533,2017071141379,7-Jul-17,6/29/2017 0:00,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00,Deny
536,2017062741037,7-Jun-17,5/1/2017 11:30,ATL,International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Personal Electronics,-,In Review
539,2017071441566,7-Jun-17,5/29/2017 0:00,ATL,International Airport,Not Provided,Passenger Property Loss,Checkpoint,Other,-,In Review
542,2017071841666,7-Jun-17,3/29/2017 21:00,ATL,International Airport,Southwest Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,In Review
545,2017071841671,7-Jun-17,2/18/2017 0:00,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,In Review
548,2017121245907,7-Nov-17,11/4/2017 0:00,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Baggage/Cases/Purses; Cameras; Computer & Accessories; Toys & Games,-,In Review
551,2017100444009,7-Sep-17,8/20/2017 0:00,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,In Review
554,2017100443993,7-Sep-17,8/26/2017 16:25,ATL,International Airport,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,-,In Review
557,2017100544106,7-Sep-17,9/2/2017 16:00,ATL,International Airport,American Airlines,Passenger Property Loss,Checked Baggage,-,-,In Review
560,2017100443992,7-Sep-17,8/19/2017 0:00,ATL,International Airport,Not Provided,Property Damage,Checkpoint,Other,-,*Insufficient
563,2017090842830,8-Aug-17,6/29/2017 15:32,ATL,International Airport,Delta Air Lines,Property Damage,Checked Baggage,Cameras,-,In Review
566,2018010946634,8-Dec-17,11/17/2017 0:00,ATL,International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,-,In Review
569,2017041138473,8-Feb-17,1/20/2017 15:00,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00,Deny
572,2017081742300,8-Jul-17,6/16/2017 0:00,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,In Review
575,2017060940448,8-Jun-17,5/29/2017 0:00,ATL,International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,In Review
578,2017050939347,8-Mar-17,2/15/2017 2:10,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,-,-,*Insufficient
581,2017050839276,8-May-17,2/5/2017 18:15,ATL,International Airport,UAL,Property Damage,Checkpoint,Computer & Accessories,-,In Review
584,2017051939766,8-May-17,5/7/2017 21:29,ATL,International Airport,Delta Air Lines,Property Damage,Checkpoint,Clothing,-,In Review
587,2017062140849,8-May-17,3/27/2017 15:00,ATL,International Airport,Delta Air Lines,Property Damage,Checkpoint,Computer & Accessories,-,*Insufficient
590,2017112845530,8-Nov-17,10/18/2017 0:00,ATL,International Airport,Delta Air Lines,Property Damage,Checked Baggage,-,-,In Review
593,2017112845527,8-Nov-17,10/18/2017 0:00,ATL,International Airport,Delta Air Lines,Property Damage,Checked Baggage,-,-,In Review
596,2017121646012,8-Nov-17,10/5/2017 17:12,ATL,International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Personal Accessories,-,In Review
599,2017101044166,8-Sep-17,7/8/2017 0:00,ATL,International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,-,-,In Review
602,2017101044173,8-Sep-17,7/6/2017 0:00,ATL,International Airport,Delta Air Lines,Property Damage,Checked Baggage,Food & Drink,-,In Review
605,2017101244302,8-Sep-17,9/8/2017 0:00,ATL,International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,-,-,In Review
608,2017101244340,8-Sep-17,9/6/2017 0:00,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Travel Accessories,-,In Review
611,2017081442179,9-Aug-17,8/6/2017 0:00,ATL,International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,In Review
614,2017030837887,9-Jan-17,1/8/2017 0:00,ATL,International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Computer & Accessories,-,*Insufficient
617,2017081742302,9-Jul-17,7/2/2017 0:00,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Personal Electronics,-,In Review
620,2017071341502,9-Jun-17,5/18/2017 0:00,ATL,International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
623,2017050939318,9-May-17,1/30/2017 17:00,ATL,International Airport,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
626,2017062340976,9-May-17,4/14/2017 21:20,ATL,International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Clothing,-,In Review
629,2017053140070,9-May-17,4/3/2017 0:00,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Medical/Science,-,*Insufficient
632,2017112545435,9-Nov-17,11/8/2017 11:40,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,-,-,In Review
635,2017113045627,9-Nov-17,11/5/2017 0:00,ATL,International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
638,2017113045628,9-Nov-17,10/23/2017 0:00,ATL,International Airport,Delta Air Lines,Property Damage,Checked Baggage,Other,-,In Review
641,2017113045632,9-Nov-17,10/14/2017 0:00,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Currency,-,In Review
644,2017113045636,9-Nov-17,10/30/2017 0:00,ATL,International Airport,Southwest Airlines,Property Damage,Checked Baggage,Other,-,In Review
647,2017113045638,9-Nov-17,11/2/2017 0:00,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing,-,In Review
650,2017113045660,9-Nov-17,10/16/2017 0:00,ATL,International Airport,Delta Air Lines,Property Damage,Checked Baggage,Other,-,In Review
653,2017050439222,10-Apr-17,4/3/2017 0:00,ATL,International Airport,Southwest Airlines,Property Damage,Checked Baggage,Computer & Accessories,-,In Review
656,2017051239485,10-Apr-17,2/18/2017 15:00,ATL,International Airport,Southwest Airlines,Property Damage,Checked Baggage,-,-,In Review
659,2017052539963,10-Apr-17,3/29/2017 0:00,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Food & Drink,-,In Review
662,2017060840368,10-Apr-17,2/28/2017 0:00,ATL,International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,In Review
665,2017060740344,10-Apr-17,4/3/2017 0:00,ATL,International Airport,Southwest Airlines,Property Damage,Checked Baggage,Computer & Accessories,$0.00,Deny
668,2017122246252,10-Dec-17,11/17/2017 0:00,ATL,International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,*Insufficient
671,2018010446506,10-Dec-17,12/6/2017 5:00,ATL,International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,*Insufficient
674,2017041338549,10-Feb-17,1/21/2017 9:00,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing,$0.00,Deny
677,2017081742312,10-Jul-17,7/7/2017 0:00,ATL,International Airport,Delta Air Lines,Property Damage,Checkpoint,Computer & Accessories,-,In Review
680,2017081842341,10-Jul-17,6/29/2017 0:00,ATL,International Airport,UAL,Passenger Property Loss,Checkpoint,Personal Electronics,-,In Review
683,2017081642238,10-Jul-17,6/25/2017 11:00,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing,-,Closed: Canceled
686,2017051139442,10-Mar-17,2/13/2017 0:00,ATL,International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,*Insufficient
689,2017053140082,10-May-17,5/7/2017 0:00,ATL,International Airport,American Airlines,Property Damage,Checkpoint,Computer & Accessories,-,In Review
692,2017113045681,10-Nov-17,11/7/2017 0:00,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,-,-,*Insufficient
695,2017103144871,10-Oct-17,9/30/2017 11:35,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,-,-,In Review
698,2017092543509,11-Aug-17,7/20/2017 0:00,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing,-,In Review
701,2017092843642,11-Aug-17,7/19/2017 5:00,ATL,International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,In Review
704,2017021737619,11-Feb-17,1/11/2017 0:00,ATL,International Airport,-,Passenger Property Loss,Checkpoint,Computer & Accessories; Cosmetics & Grooming,-,*Insufficient
707,2017061440620,11-May-17,5/6/2017 17:00,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Personal Electronics,-,In Review
710,2017103144842,11-Oct-17,10/5/2017 0:00,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,-,-,In Review
713,2017110845070,11-Oct-17,10/10/2017 0:00,ATL,International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Medical/Science,-,In Review
716,2017101144220,11-Sep-17,9/5/2017 0:00,ATL,International Airport,Delta Air Lines,Property Damage,Checked Baggage,Food & Drink; Medical/Science,-,In Review
719,2017100544031,11-Sep-17,8/22/2017 0:00,ATL,International Airport,-,Passenger Property Loss,Checkpoint,Currency,-,In Review
722,2017100544114,11-Sep-17,8/23/2017 0:00,ATL,International Airport,Frontier Airlines,Property Damage,Checked Baggage,Computer & Accessories; Personal Electronics,-,In Review
725,2017101344366,11-Sep-17,8/29/2017 0:00,ATL,International Airport,Delta Air Lines,Property Damage,Checked Baggage,-,-,*Insufficient
728,2017060640257,12-Apr-17,1/13/2017 0:00,ATL,International Airport,Delta Air Lines,Property Damage,Checkpoint,Computer & Accessories,-,In Review
731,2017060540187,12-Apr-17,3/16/2017 0:00,ATL,International Airport,Delta Air Lines,Property Damage,Checkpoint,Computer & Accessories,$383.94,Settle
734,2017121946083,12-Dec-17,11/24/2017 0:00,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Clothing; Food & Drink,-,*Insufficient
737,2017071241474,12-Jul-17,6/26/2017 18:30,ATL,International Airport,Delta Air Lines,Property Damage,Checked Baggage,Clothing,-,In Review
740,2017071241479,12-Jul-17,6/27/2017 0:00,ATL,International Airport,Southwest Airlines,Property Damage,Checked Baggage,Personal Electronics,$0.00,Deny
743,2017071241399,12-Jun-17,5/28/2017 0:00,ATL,International Airport,-,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,In Review
746,2017051239459,12-May-17,2/17/2017 0:00,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,In Review
749,2017110344984,12-Oct-17,9/30/2017 22:00,ATL,International Airport,Frontier Airlines,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,-,In Review
752,2018010946603,13-Dec-17,11/28/2017 0:00,ATL,International Airport,-,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,-,In Review
755,2017042738991,13-Feb-17,1/24/2017 10:00,ATL,International Airport,UAL,Passenger Property Loss,Checked Baggage,Personal Accessories,-,In Review
758,2017041238506,13-Feb-17,2/5/2017 12:40,ATL,International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,*Insufficient
761,2017041238510,13-Feb-17,2/8/2017 0:00,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing; Jewelry & Watches,-,*Insufficient
764,2017061340520,13-Jun-17,6/13/2017 0:00,ATL,International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
767,2017062841062,13-Jun-17,2/7/2017 0:00,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,In Review
770,2017050239186,13-Mar-17,3/7/2017 10:00,ATL,International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
773,2017051639556,13-Mar-17,3/7/2017 14:00,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,-,In Review
776,2017051739614,13-Mar-17,1/23/2017 0:00,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing; Food & Drink,-,In Review
779,2017050139146,13-Mar-17,3/10/2017 19:00,ATL,International Airport,-,Passenger Property Loss,Checkpoint,Computer & Accessories,-,Closed: Canceled
782,2017121846040,13-Nov-17,11/10/2017 0:00,ATL,International Airport,American Airlines,Passenger Property Loss,Checkpoint,Currency,-,In Review
785,2017091343036,13-Sep-17,6/17/2017 0:00,ATL,International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Food & Drink,-,In Review
788,2017100444007,13-Sep-17,8/18/2017 0:00,ATL,International Airport,Alaska Airlines,Property Damage,Checkpoint,Computer & Accessories,-,In Review
791,2018010946639,14-Dec-17,11/25/2017 6:15,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,In Review
794,2018010446426,14-Dec-17,12/3/2017 7:15,ATL,International Airport,Delta Air Lines,Property Damage,Checkpoint,Clothing,-,In Review
797,2018010446454,14-Dec-17,12/11/2017 17:30,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Food & Drink; Home Decor,-,In Review
800,2017041838644,14-Feb-17,1/22/2017 0:00,ATL,International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
803,2017041238514,14-Feb-17,2/11/2017 9:00,ATL,International Airport,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing,"$1,034.00",Settle
806,2017041738634,14-Feb-17,2/8/2017 0:00,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing,$21.86,Settle
809,2017082342404,14-Jul-17,6/29/2017 0:00,ATL,International Airport,Alaska Airlines,Passenger Property Loss,Checkpoint,Other; Personal Electronics,-,In Review
812,2017082442418,14-Jul-17,6/25/2017 0:00,ATL,International Airport,Delta Air Lines,Property Damage,Checked Baggage,Clothing; Food & Drink; Other,-,In Review
815,2017072541818,14-Jun-17,6/11/2017 21:24,ATL,International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,-,In Review
818,2017072841954,14-Jun-17,6/12/2017 0:00,ATL,International Airport,Delta Air Lines,Property Damage,Checkpoint,Personal Electronics,-,In Review
821,2017061440602,14-Jun-17,3/8/2017 0:00,ATL,International Airport,KLM Royal Dutch Airlines,Property Damage,Checked Baggage,Home Decor,-,*Insufficient
824,2017121245916,14-Nov-17,9/28/2017 0:00,ATL,International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Incidentals,-,In Review
